"species","site","awcA","phTotal","sandA","shcA","solumDepth","bio5","bio6","bio15","bio18","bio19","Lat","Long"
"spp6",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp6",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp6",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp6",971,25.784999,412.592498,63.825,89.1025,1132.182495,34.03125,5.425,49.96875,0,134.6875,-31.0921929,117.9485169
"spp6",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp6",970,24.975,391.829986,62.069999,78.762496,1059.537475,34.1142852,5.5799999,54.742858,0,139.971435,-31.03876491,117.429422
"spp7",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp7",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp7",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp7",883,17.097499,415.127502,70.017501,112.480003,985.530029,36.05,6.6058822,64.529411,0,168.882354,-29.52556414,116.0789485
"spp7",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp7",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp7",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp7",970,24.975,391.829986,62.069999,78.762496,1059.537475,34.1142852,5.5799999,54.742858,0,139.971435,-31.03876491,117.429422
"spp7",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp7",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp7",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp8",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp8",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp8",943,24.795,413.782501,68.017501,81.532501,1217.837524,34.4285705,5.2914287,48.914287,0,132.399993,-30.64343266,118.0090835
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",972,24.84,425.220001,64.462501,113.507499,1079.939941,33.9,5.161111,47.916667,0,130.472229,-31.14387829,118.4680851
"spp8",942,18.565,386.142486,69.667503,99.095001,1166.467529,34.54375,5.61875,55.4375,0,138.65625,-30.59024897,117.4919719
"spp8",943,24.795,413.782501,68.017501,81.532501,1217.837524,34.4285705,5.2914287,48.914287,0,132.399993,-30.64343266,118.0090835
"spp8",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp8",944,32.595001,444.407501,68.684997,115.940002,1127.517456,34.409375,4.89375,44.96875,52,123.15625,-30.69488109,118.5266629
"spp8",943,24.795,413.782501,68.017501,81.532501,1217.837524,34.4285705,5.2914287,48.914287,0,132.399993,-30.64343266,118.0090835
"spp8",971,25.784999,412.592498,63.825,89.1025,1132.182495,34.03125,5.425,49.96875,0,134.6875,-31.0921929,117.9485169
"spp8",970,24.975,391.829986,62.069999,78.762496,1059.537475,34.1142852,5.5799999,54.742858,0,139.971435,-31.03876491,117.429422
"spp8",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp8",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",944,32.595001,444.407501,68.684997,115.940002,1127.517456,34.409375,4.89375,44.96875,52,123.15625,-30.69488109,118.5266629
"spp8",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp8",944,32.595001,444.407501,68.684997,115.940002,1127.517456,34.409375,4.89375,44.96875,52,123.15625,-30.69488109,118.5266629
"spp8",943,24.795,413.782501,68.017501,81.532501,1217.837524,34.4285705,5.2914287,48.914287,0,132.399993,-30.64343266,118.0090835
"spp8",939,21.405,496.432495,76.434997,340.162506,1196.827514,33.9064514,6.6129035,74.322578,0,254.645156,-30.42031425,115.9435923
"spp8",939,21.405,496.432495,76.434997,340.162506,1196.827514,33.9064514,6.6129035,74.322578,0,254.645156,-30.42031425,115.9435923
"spp8",944,32.595001,444.407501,68.684997,115.940002,1127.517456,34.409375,4.89375,44.96875,52,123.15625,-30.69488109,118.5266629
"spp8",944,32.595001,444.407501,68.684997,115.940002,1127.517456,34.409375,4.89375,44.96875,52,123.15625,-30.69488109,118.5266629
"spp8",967,21.024999,637.09497,77.735,383.135009,1230.16748,32.6714294,7.1714286,80.371429,0,302.885711,-30.86805399,115.875127
"spp8",942,18.565,386.142486,69.667503,99.095001,1166.467529,34.54375,5.61875,55.4375,0,138.65625,-30.59024897,117.4919719
"spp8",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
"spp8",944,32.595001,444.407501,68.684997,115.940002,1127.517456,34.409375,4.89375,44.96875,52,123.15625,-30.69488109,118.5266629
"spp8",944,32.595001,444.407501,68.684997,115.940002,1127.517456,34.409375,4.89375,44.96875,52,123.15625,-30.69488109,118.5266629
"spp8",944,32.595001,444.407501,68.684997,115.940002,1127.517456,34.409375,4.89375,44.96875,52,123.15625,-30.69488109,118.5266629
"spp8",973,19.3425,450.695007,69.182502,132.820007,1038.805053,33.8571441,4.6428569,45.2,0,126.285713,-31.19381831,118.9881114
"spp8",974,31.53,507.005004,56.697498,132.6875,852.025024,33.7818176,4.5969696,41.030303,0,114.393936,-31.24201031,119.5085807
"spp8",974,31.53,507.005004,56.697498,132.6875,852.025024,33.7818176,4.5969696,41.030303,0,114.393936,-31.24201031,119.5085807
"spp8",996,28.5125,679.794982,72.132499,228.330001,1126.60498,33.4257141,6.1799999,76.400001,0,318.228576,-31.37498867,116.3256945
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",970,24.975,391.829986,62.069999,78.762496,1059.537475,34.1142852,5.5799999,54.742858,0,139.971435,-31.03876491,117.429422
"spp8",996,28.5125,679.794982,72.132499,228.330001,1126.60498,33.4257141,6.1799999,76.400001,0,318.228576,-31.37498867,116.3256945
"spp8",996,28.5125,679.794982,72.132499,228.330001,1126.60498,33.4257141,6.1799999,76.400001,0,318.228576,-31.37498867,116.3256945
"spp8",973,19.3425,450.695007,69.182502,132.820007,1038.805053,33.8571441,4.6428569,45.2,0,126.285713,-31.19381831,118.9881114
"spp8",973,19.3425,450.695007,69.182502,132.820007,1038.805053,33.8571441,4.6428569,45.2,0,126.285713,-31.19381831,118.9881114
"spp8",997,29.747499,550.450012,77.042503,264.022491,1134.974975,34.178125,5.55625,64.625,0,194.75,-31.43215814,116.8457846
"spp8",996,28.5125,679.794982,72.132499,228.330001,1126.60498,33.4257141,6.1799999,76.400001,0,318.228576,-31.37498867,116.3256945
"spp8",997,29.747499,550.450012,77.042503,264.022491,1134.974975,34.178125,5.55625,64.625,0,194.75,-31.43215814,116.8457846
"spp8",970,24.975,391.829986,62.069999,78.762496,1059.537475,34.1142852,5.5799999,54.742858,0,139.971435,-31.03876491,117.429422
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp8",971,25.784999,412.592498,63.825,89.1025,1132.182495,34.03125,5.425,49.96875,0,134.6875,-31.0921929,117.9485169
"spp8",970,24.975,391.829986,62.069999,78.762496,1059.537475,34.1142852,5.5799999,54.742858,0,139.971435,-31.03876491,117.429422
"spp8",971,25.784999,412.592498,63.825,89.1025,1132.182495,34.03125,5.425,49.96875,0,134.6875,-31.0921929,117.9485169
"spp8",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",972,24.84,425.220001,64.462501,113.507499,1079.939941,33.9,5.161111,47.916667,0,130.472229,-31.14387829,118.4680851
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",972,24.84,425.220001,64.462501,113.507499,1079.939941,33.9,5.161111,47.916667,0,130.472229,-31.14387829,118.4680851
"spp8",969,19.475,479.232513,74.434997,157.217498,1061.347534,34.1171417,5.9371429,60.57143,0,170.371429,-30.98359715,116.9108154
"spp8",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp8",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp8",883,17.097499,415.127502,70.017501,112.480003,985.530029,36.05,6.6058822,64.529411,0,168.882354,-29.52556414,116.0789485
"spp8",884,17.03,333.440002,71.595001,165.725006,956.54248,36.1875,6.13125,58.75,0,141.125,-29.58342315,116.5906796
"spp8",884,17.03,333.440002,71.595001,165.725006,956.54248,36.1875,6.13125,58.75,0,141.125,-29.58342315,116.5906796
"spp8",884,17.03,333.440002,71.595001,165.725006,956.54248,36.1875,6.13125,58.75,0,141.125,-29.58342315,116.5906796
"spp8",883,17.097499,415.127502,70.017501,112.480003,985.530029,36.05,6.6058822,64.529411,0,168.882354,-29.52556414,116.0789485
"spp8",884,17.03,333.440002,71.595001,165.725006,956.54248,36.1875,6.13125,58.75,0,141.125,-29.58342315,116.5906796
"spp8",884,17.03,333.440002,71.595001,165.725006,956.54248,36.1875,6.13125,58.75,0,141.125,-29.58342315,116.5906796
"spp8",997,29.747499,550.450012,77.042503,264.022491,1134.974975,34.178125,5.55625,64.625,0,194.75,-31.43215814,116.8457846
"spp8",883,17.097499,415.127502,70.017501,112.480003,985.530029,36.05,6.6058822,64.529411,0,168.882354,-29.52556414,116.0789485
"spp8",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp8",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp8",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp8",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp8",942,18.565,386.142486,69.667503,99.095001,1166.467529,34.54375,5.61875,55.4375,0,138.65625,-30.59024897,117.4919719
"spp8",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
"spp8",939,21.405,496.432495,76.434997,340.162506,1196.827514,33.9064514,6.6129035,74.322578,0,254.645156,-30.42031425,115.9435923
"spp8",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp8",913,16.829999,398.607513,69.014999,117.682502,1064.430053,35.3625,5.95,57.75,0,145.65625,-30.08733369,117.039373
"spp8",942,18.565,386.142486,69.667503,99.095001,1166.467529,34.54375,5.61875,55.4375,0,138.65625,-30.59024897,117.4919719
"spp8",942,18.565,386.142486,69.667503,99.095001,1166.467529,34.54375,5.61875,55.4375,0,138.65625,-30.59024897,117.4919719
"spp8",942,18.565,386.142486,69.667503,99.095001,1166.467529,34.54375,5.61875,55.4375,0,138.65625,-30.59024897,117.4919719
"spp8",942,18.565,386.142486,69.667503,99.095001,1166.467529,34.54375,5.61875,55.4375,0,138.65625,-30.59024897,117.4919719
"spp8",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp8",943,24.795,413.782501,68.017501,81.532501,1217.837524,34.4285705,5.2914287,48.914287,0,132.399993,-30.64343266,118.0090835
"spp8",942,18.565,386.142486,69.667503,99.095001,1166.467529,34.54375,5.61875,55.4375,0,138.65625,-30.59024897,117.4919719
"spp8",943,24.795,413.782501,68.017501,81.532501,1217.837524,34.4285705,5.2914287,48.914287,0,132.399993,-30.64343266,118.0090835
"spp8",943,24.795,413.782501,68.017501,81.532501,1217.837524,34.4285705,5.2914287,48.914287,0,132.399993,-30.64343266,118.0090835
"spp8",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp8",942,18.565,386.142486,69.667503,99.095001,1166.467529,34.54375,5.61875,55.4375,0,138.65625,-30.59024897,117.4919719
"spp8",941,16.802499,416.127502,70.8675,106.089996,1133.487548,34.5600006,5.9657142,58.942855,0,157.514282,-30.53533277,116.975343
"spp8",914,19.149999,348.149993,65.432502,109.964996,947.267517,35.3111114,5.5944442,53.388889,0,131.055557,-30.14200408,117.554039
"spp8",942,18.565,386.142486,69.667503,99.095001,1166.467529,34.54375,5.61875,55.4375,0,138.65625,-30.59024897,117.4919719
"spp8",885,20.2775,411.41751,76.6025,185.115005,967.414978,36.0485717,5.6799999,54.514286,0,128.742858,-29.63956914,117.1029112
"spp8",883,17.097499,415.127502,70.017501,112.480003,985.530029,36.05,6.6058822,64.529411,0,168.882354,-29.52556414,116.0789485
"spp8",884,17.03,333.440002,71.595001,165.725006,956.54248,36.1875,6.13125,58.75,0,141.125,-29.58342315,116.5906796
"spp8",884,17.03,333.440002,71.595001,165.725006,956.54248,36.1875,6.13125,58.75,0,141.125,-29.58342315,116.5906796
"spp8",885,20.2775,411.41751,76.6025,185.115005,967.414978,36.0485717,5.6799999,54.514286,0,128.742858,-29.63956914,117.1029112
"spp8",884,17.03,333.440002,71.595001,165.725006,956.54248,36.1875,6.13125,58.75,0,141.125,-29.58342315,116.5906796
"spp8",910,23.497499,479.320007,82.440002,521.984985,1247.704956,34.2911773,7.7,79,0,283.617645,-29.91299802,115.4983837
"spp8",909,20.724445,482.857788,82.137779,369.244445,977.177795,33.8100006,9.175,85.449996,30,299.5,-29.8514543,114.9857717
"spp8",913,16.829999,398.607513,69.014999,117.682502,1064.430053,35.3625,5.95,57.75,0,145.65625,-30.08733369,117.039373
"spp8",939,21.405,496.432495,76.434997,340.162506,1196.827514,33.9064514,6.6129035,74.322578,0,254.645156,-30.42031425,115.9435923
"spp8",914,19.149999,348.149993,65.432502,109.964996,947.267517,35.3111114,5.5944442,53.388889,0,131.055557,-30.14200408,117.554039
"spp8",884,17.03,333.440002,71.595001,165.725006,956.54248,36.1875,6.13125,58.75,0,141.125,-29.58342315,116.5906796
"spp8",914,19.149999,348.149993,65.432502,109.964996,947.267517,35.3111114,5.5944442,53.388889,0,131.055557,-30.14200408,117.554039
"spp8",913,16.829999,398.607513,69.014999,117.682502,1064.430053,35.3625,5.95,57.75,0,145.65625,-30.08733369,117.039373
"spp8",913,16.829999,398.607513,69.014999,117.682502,1064.430053,35.3625,5.95,57.75,0,145.65625,-30.08733369,117.039373
"spp8",912,14.3175,398.744995,74.802497,134.752502,1182.362548,35.3151519,6.1121212,62.393939,0,165.575759,-30.03094065,116.5251987
"spp8",915,30.28,444.285003,72.777496,133.184997,1094.122558,35.0147064,4.9676471,47.117645,0,122.676467,-30.19494908,118.0691823
"spp8",911,20.61,421.119995,73.262496,258.777496,1150.939941,35.1588226,6.7823532,70.029411,0,210.117645,-29.97282779,116.0115308
"spp8",914,19.149999,348.149993,65.432502,109.964996,947.267517,35.3111114,5.5944442,53.388889,0,131.055557,-30.14200408,117.554039
"spp8",915,30.28,444.285003,72.777496,133.184997,1094.122558,35.0147064,4.9676471,47.117645,0,122.676467,-30.19494908,118.0691823
"spp8",940,19.2525,484.012512,71.974998,146.577499,1128.512451,34.7657135,6.0171428,63.57143,0,182.485717,-30.47868689,116.4592115
"spp8",911,20.61,421.119995,73.262496,258.777496,1150.939941,35.1588226,6.7823532,70.029411,0,210.117645,-29.97282779,116.0115308
"spp8",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp8",1045,16.972499,557.592529,73.6175,140.029998,900.025024,31.8303039,4.660606,55.272727,0,159.727279,-32.44045256,117.763955
"spp8",1047,17.362499,515.082519,75.752502,164.1875,981.474975,32.6157897,4.6763156,42,0,134.026321,-32.54354434,118.8156813
"spp8",1043,23.795,799.080017,77.739997,325.55249,1079.805053,32.2969696,4.6272727,73.121215,0,320.181823,-32.33029819,116.7141894
"spp8",1044,21.02,636.030029,76.514999,193.255004,957.830017,32.2648651,4.9297298,64.648651,0,202.48648,-32.38625667,117.2388193
"spp8",1044,21.02,636.030029,76.514999,193.255004,957.830017,32.2648651,4.9297298,64.648651,0,202.48648,-32.38625667,117.2388193
"spp8",1044,21.02,636.030029,76.514999,193.255004,957.830017,32.2648651,4.9297298,64.648651,0,202.48648,-32.38625667,117.2388193
"spp8",1045,16.972499,557.592529,73.6175,140.029998,900.025024,31.8303039,4.660606,55.272727,0,159.727279,-32.44045256,117.763955
"spp8",1044,21.02,636.030029,76.514999,193.255004,957.830017,32.2648651,4.9297298,64.648651,0,202.48648,-32.38625667,117.2388193
"spp8",1044,21.02,636.030029,76.514999,193.255004,957.830017,32.2648651,4.9297298,64.648651,0,202.48648,-32.38625667,117.2388193
"spp8",1044,21.02,636.030029,76.514999,193.255004,957.830017,32.2648651,4.9297298,64.648651,0,202.48648,-32.38625667,117.2388193
"spp8",1063,26.212499,813.902526,77.985,215.809997,999.434997,31.0303039,5.0060607,63.424243,0,224.333328,-32.83617752,117.1742815
"spp8",1044,21.02,636.030029,76.514999,193.255004,957.830017,32.2648651,4.9297298,64.648651,0,202.48648,-32.38625667,117.2388193
"spp8",1064,19.702499,682.210021,74.8675,176.992492,932.712524,31.1305541,4.9222221,53.527778,0,161.27777,-32.89064153,117.7014616
"spp8",1064,19.702499,682.210021,74.8675,176.992492,932.712524,31.1305541,4.9222221,53.527778,0,161.27777,-32.89064153,117.7014616
"spp8",1063,26.212499,813.902526,77.985,215.809997,999.434997,31.0303039,5.0060607,63.424243,0,224.333328,-32.83617752,117.1742815
